reviewId,content,score
ecf50f43-1ee1-451b-88b6-ad7dc1c3b0f0,This app sucks i cant log in it keeps saying incorrect pass but i typed it in right fix this 😡😡,1
5235e902-5446-42d9-a0cf-110ed5b7bcea,Nice,4
0b77322b-37b0-4c44-b522-6f817446b982,Hh,4
2d13713d-4514-442b-8305-b3dba1c312f0,"I have a problem, here in insert oneoption messing,Equation.",4
f619df45-09ff-4d20-b378-daeda5b691e7,Good,5
6371eacf-421e-4974-952d-86a676ca48c0,West,5
7ed42c4c-2450-4689-a152-dc929f21ade2,It provides clear n quick visual. Good. Thank you.,4
7c75ec31-750d-4c95-b8be-89e6804b245b,More than of opinion so useful and time saved,5
526edca2-56f9-429f-9d95-c817c780b217,Good,3
18c6647d-ebbb-426d-a5a7-3053792d803d,Nice,5
0d72f4dd-4fcf-4bee-9208-147f16b62174,Worse app in play store don't download it,1
d22046b4-4b5b-4648-8f85-2f0b6f1f3949,❗⚡,5
7254faba-6e54-449f-9e8e-ddcae05c1510,Very much nice,5
69efae91-8c04-43f6-98da-283e30af55a7,Suddenly l get problem in this app,1
8c2eff03-a423-4afa-bfdb-51f05636536f,Helped alot,5
929944cf-03ca-4a14-af4b-6b927abcaa2d,This is nice app but in this app in ppt photo is not uploaded..... please see,1
49d79381-abe8-4033-b983-a1a55be068ea,Great app! But sometimes crashes when I have spent so much time on it....,4
d4ee9e76-8920-4535-a73f-caa8482a38d3,I hate it,5
c82325f4-3912-4c9e-94d5-71f921fb2557,It was good,5
9f9454a7-c8c3-4f4c-b36d-a37baae68c17,6hv,2
34d72786-9a73-41f1-a046-6827e79f9c06,Godly app,5
64c0b815-942b-435e-a4f1-715cfad78ec5,Just awesome thank you so much for making this app and i suggests that put some more features in the app Wich makes app more helpful,5
3fe1c7ab-37ca-49ac-950d-81d4bb32fda1,"Its not letting me send a file and its very important,",1
5757ffec-cf0c-461f-9c48-f47e5ea6fc8d,Very usefull in daily work activities..,4
375c667b-8850-4e74-a296-8893f11c24b8,I love this app!!,5
955c3c08-81b4-4ebc-ac85-ffe190da91e0,I like this Slide show,5
a419d652-3610-449b-bf18-50d235e24d7f,Needed some report tools thanks this quite helps students a lot really appreciate!,5
a4b4d9f3-fbd0-4288-baa6-c79f35f00d56,వుత్33578ఊటెర్య్క్క్ఫ్,3
6b2839ea-eb31-40ed-ab48-86355a983fad,7 baby shark baby shark,5
03fd541b-6a38-4311-9259-f2d63b18a46f,It is ver useful for students in ther activities,4
3b57ad24-c579-4560-8b03-237291ce53ce,Tru12ti34k5,1
f962da43-10e0-4fd0-bd32-3ab8455ae61e,I'm just thankful bacause of this apps because this is really big helps for me,5
38bbf6fd-e029-4c79-9465-16f6a8de1ecf,8ř,5
7b0d2e11-8b1e-4c2d-bc72-c62666710ec9,Best,5
f55b2952-762e-4a7b-8e62-5f7013eb2573,good,5
6a431460-392f-4415-8812-893ee595b22b,nice app,5
12e97d0c-cd32-42aa-abf8-59f5dfe497c1,Nice,5
9cf2dfa3-8c6d-4377-aaa1-90fbd8d4943c,Good 👍,4
b3fc76d3-6667-452b-b32a-7a074f64204e,Good experience,5
507ed7a4-3eaf-4ac3-93f6-48ed1ad10e50,Great Experience,5
bc01e8ec-03b6-429d-a3bc-fe1fc1845edc,I love using the tool. It is a management and strategic tool. I use it daily as my business and private communication tool.,5
5230c5c3-5bc9-470d-a230-a39970e115f6,Great app but hard to use on my phone. I don't usually give Long reviews soo....,4
7828ef46-b4c6-480f-b305-0587a27ef67d,Nice app to make ppt,4
23d84157-af25-4e80-a0bd-333052e1be16,Very nice 👍,4
2e5aaecb-c2ce-4516-8cd2-d280b796fe6d,"Shoutout sa teacher ko sobrang bait, ma'am akyat kana.",3
a0180fca-b223-4cd8-94dc-957ad659fd57,Not free . Can't use it,1
d1c38b88-8770-4f61-97e6-a237634a3245,Good,5
43675527-1974-418f-95c4-5406a3ce389f,برنامج رائع,5
217e63a0-6174-44d9-9b1e-23df024878c4,የ1st Qarter ግብረ መልሥ Anc st Anc 4th vdrl HBsag Sba pnc,1
49650430-52a2-477f-b90f-b41d055b91bb,Great,5
be6bb71a-4006-4150-bc5f-181a046ee610,Ok,5
b1b94cf1-9817-4cda-b2b4-eeed3f70ba35,Good app's,4
becf1229-929b-4bd7-9c79-1fdbeccc5706,.ક,2
16d92117-7d41-432e-abbc-42f1884d4436,Even eed4zd5,4
70129e78-36ea-4432-920f-92f267d255f0,𝓘 𝓵𝓸𝓿𝓮 𝓽𝓱𝓲𝓼 𝓪𝓹𝓹 𝓽𝓱𝓲𝓼 𝓪𝓹𝓹 𝓼𝓾𝓹𝓸𝓻𝓽𝓮𝓭𝓶𝓮 𝓮𝓱𝓲𝓵𝓮 𝓶𝔂 𝓬𝓸𝓶𝓹𝓾𝓽𝓮𝓻 𝓮𝔁𝓪𝓶 𝓫𝓾𝓽 𝓲 𝓪𝓶 𝓲𝓷 7𝓽𝓱 𝓼𝓽𝓭 𝓼𝓸 𝓲𝓽𝓼 𝓰𝓸𝓸𝓸𝓭 𝓪𝓹𝓹 𝓽𝓸 𝓯𝓪𝓬𝓮 𝔂𝓸𝓾𝓻 𝓬𝓸𝓶𝓹𝓾𝓽𝓮𝓻 𝓮𝔁𝓪𝓶 𝓽𝓱𝓲𝓼 𝓲𝓼 𝓫𝓮𝓼𝓽 𝓹𝓵𝓮𝓼𝓼𝓮 𝓽𝓻𝔂 𝓲𝓽 😇,5
d5403dfc-6c6b-43ce-a31a-7389e707d264,Ok,5
07ab86b8-351d-40dc-b96f-6524701103fd,Nice app,4
1838bc7a-89c0-4a82-8e06-d80682bf81b8,This app help me to make my college power point ... I am so happy and satisfied with the features of the app ...🤗🤗 thank you so much Microsoft power point .,5
1270ceec-f084-4f28-8622-b5451451d925,Very good,4
e9e4b9c1-1ed2-4be5-beca-42e87458282c,I just downloaded this app for my school computer practicals practice because I don't have any computer at my home,5
42e77dff-fc4e-4eee-8072-c7912379ac9d,Good,5
334bbefd-8640-4ca6-a247-243a08e2e633,7nj9 comedy,3
550c4d7e-dcb5-4547-9f21-156636fdbb9b,itis good,4
6111df48-361b-4ec0-8d5e-2c05413d328f,Supar,5
3cb93ebb-e461-43d8-9d89-e1fc67c1288a,Super.work This app,5
ee85731e-c792-43e8-9da5-5956bc29a64f,y6b.di to,4
7961d362-d5d1-46de-9f38-3ec62cf4cf49,Very useful app,5
bb2b311a-269d-4913-8813-272095bf2f42,Good but sometimes it lages,3
54086c11-63d9-492a-8e0d-016035d37f9c,It's very useful,4
95efa4d3-ba40-45c2-8c37-d6b3481b3205,I o h njnnm,4
c769abe2-1836-43f2-8486-43ae238874f6,Supper amezing,5
b5ce77b9-3a05-40dd-ab94-17c8f7a41866,love it,5
c18d6837-c53d-4cfa-b939-53d1f7a50086,Will not allow to delete my own created docs. Stinks,1
f4c09a70-eef3-4104-a41f-e1c9e73faf71,👌,5
6f6684c7-3996-495a-9b98-b7789336cbbc,excellent application for presenting a project,5
