reviewId,content,score
be22f077-74c1-4b91-a754-f5207f652713,"Yy3y6 3D were in 22222222ssssss2szà to qr,,,,,,,,,,😁",2
202023e3-0954-4edb-811d-6491a5cce24c,Best app for take photo,4
bb424136-4edb-4021-9eaa-7e21822c5fe6,Lots of Bugs... App is fun,3
6e34599b-58fe-457d-a705-67e86030fcad,Wow,5
fbc8fbbc-a024-4ac3-8d2c-dc1a7e1b4e18,Nise Butiful,5
5c5609e8-3841-4316-a24e-6bf47b323597,"Absolutely pathetic experience, No dark mode (imagine its 2022 and still no dark mode for android) , stuttery buggy app , evn stutters on high end android devices , please fix these issues , its disgraceful that after so much time , these people can't create a stable functioning app for android",1
9a602275-1ff7-4b15-b696-006690ac00ed,Is alright,4
319ff1b4-cb60-41b9-8831-c82da987f0d0,নাইছ,5
4656d682-827b-42e3-9f09-e9cda6d1f23e,The app is very useful,5
37da1d99-2247-4416-82d0-aca00573e8af,thanks for this perfect app i really love it,5
2de9d56d-31c3-4bf5-9dfa-59112bb801af,My biggest complain is that it not snd snaps through shortcut,1
77560951-461b-4720-9a3c-b1ec23d6cd37,Worst,1
911df639-b11b-447d-b825-1af418223d15,Still waiting for dark more from india even after paid version i got nothing😔😔,1
4f5855a2-7af3-4501-815b-b9de2c3f7277,Great,5
f93efdf0-bcdc-4cf9-87af-55e61486f51a,Super,5
dab03f88-5834-4d9a-acf8-3d47124965ec,"Happy but, sometimes I annoyed",1
8567a3f7-0855-49dc-9889-9e9d89c487d9,It is a good app but this is very high mb plz team snapchat made low mb,4
f7001874-3294-46e8-a99e-ea270fd16db4,Nice app,5
03ebd03e-4034-443a-9603-48aa7b7a9195,I am Muhammad matashi from Nigeria kano state,5
8cab4e72-adb4-4b53-ae15-c5b3e3d19dc3,does not work properly,4
9195fd74-6a85-442b-908a-ab84d62cb5a0,Very useful for taking photos,5
01eb2996-4ef4-48c8-81a4-92c8cda4ae04,K bheemesh,1
c5bfe453-a82b-4e1b-a3d6-dcf5d3bd84ce,Super,5
9c3b2b66-e799-47f6-a096-78e12fc091ec,Op,5
6ec655d2-b988-4c06-a365-45bcd6637268,Good app,5
b8d7f4f2-e800-4dcc-afb2-4985de9cfd68,This is very good app,5
cc45bf60-fc84-4f4b-a57c-842885fa0d57,My favorite,5
645c40d0-0b30-41e3-98d1-522647c262bf,Very good as it can call text fice time and snap,5
bcff9b87-192f-44c8-9901-2d072294b48f,Nice,5
8f6bb318-f1c8-4104-a673-95ce1bb90c11,I have a S22 ultra the camera is well optimised but I still don't have darkmode I hate light mode I have been waiting a full year for dark mode and it still didn't came out,3
1e4ae1bb-fb48-4d0f-9937-3c03fba4c691,It is not ❌🚫working,1
cc338fd7-8ff6-41c7-8e9d-7b89cb518488,Nice.🌹,5
7a682752-c17e-42e1-b018-06b4c66ef5de,I have an amazing experience with Snapchat as it has a lot of features,5
1ed5de39-9c42-4718-aeb9-0fd27478c683,Very best,5
7739c971-63e0-4c08-93b2-a62f3c743f88,Yawa mo yawa yawa yawa yawa,5
5d6a7ccc-741b-4132-94f1-62666064b297,The app is rlly gud... But there is one issue... I can't upload a story which is longer than 11 seconds... I would like you to fix this issue... And kindly increase the duration to atleast 20 seconds,3
d276cf8e-6617-4b9c-a945-88bb98dc64ec,Its wonderful app!!!,5
87ab89a0-2819-4a84-9a2e-ce555464871d,Everything loads too slow ...,2
ee745263-f9ef-4c5c-8e77-f20c6664dc22,This is very awesome app ❣️,5
c11cac25-f3b6-4747-8d26-f04725816d80,Zag hmm Hf ix,5
fdc7225f-7201-41c5-ba81-d6909e40dad4,nc,5
e83aee1b-5381-4850-b247-2716a5124dfd,Wonderful,1
252f1f56-a4cb-4f5c-bec8-b9ca7b91d3db,Very good,4
fef42625-1def-4164-aa4b-a6dc5edf70a9,Best app for beautiful and exciting filters and also for too many things!!,5
9be0a821-6e0d-4647-a1e9-91811cc170e8,I really like the app 👌,5
894cc5f0-9b83-4ad2-8cba-b3de02250631,Are yrr spotlight not selected horhi h ...or view v ni ate subscriber bhi kam hore h ....bhut gnda app lga ab mko,1
f034bb57-94a9-43e4-938a-e279d6828f6d,"Don't buy snapchat plus, this is a BIG scam.",1
2576e8cd-12c1-49d4-bfb9-2abda89ec7a0,Amit Rana,5
cc78d139-6e49-4ea9-af3f-0b515a98ffa6,AR*DE क्यू 23विज,2
d8174498-403e-4606-8566-a7547e5a4bf7,Like it alot,5
fb08cd31-a651-44d6-980b-2e40c9625121,Very nice app for chet 🤣,5
d3f9b4d1-9593-4ea8-aaa1-d3466d95e8de,Best,4
c3090cdb-c45f-4b9e-9528-ba4c2b92fb91,Good,3
91059702-f0e7-484d-ac15-218d8254ac49,Nc,5
21cbcf63-eab4-4560-91b5-9d32fe1219f9,Niceee,5
4bb82dda-0065-401c-849a-68ff09eed14d,ৱপুি,5
499f49b6-30c6-4214-b6a9-193769e520d6,Nice app but does let you sign in on laptop even if the password is correct. Or else really nice apl5,4
0ae806a6-ce39-46d1-a4c5-1c3e6aa301cc,يعلقق مره,1
68b43f22-f8f6-484e-b1d4-caa5aed80def,Nice,5
9ac99507-3a3e-443d-b5f9-dc12b9147bcc,عالی,4
af075e01-5933-4d17-bf3f-8223ff5bbb81,Is this app beautiful,1
302aaa40-9116-428f-a759-386b59c89d16,Ohh,5
b9190fe7-c288-4066-84e7-d4d135d2c4ae,Good,5
08358b1f-a634-4496-b19c-68ca26b7c271,Best app for removing photo,5
857bf522-e081-43ca-9c54-aae7796c9913,Good 👍👍👍,5
1c9b84e6-9745-483b-8342-6e8f46b64976,Not able to add freinds. It show something went wrong.. Recommend not to install it,1
2f963fd2-6078-46c0-a8c8-bb202fbdadc2,",t go",3
93a76f9c-e8e2-4d38-8b3d-ac7d9918e150,Wr,5
f936c048-3d7f-43ac-b642-862b128eaf5e,📛📛,5
