reviewId,content,score
91390907-7cf8-43f3-8100-04da2971d00d,Love it,5
d2f96078-df13-416c-866b-425e83e20745,Special,5
fddbf9e9-ffa3-4b3b-a131-e243e851e218,Awesome,1
3fce0fd5-85d9-45c3-aff4-0f22eb5200fd,This is the most amazing app in the world I am using this app,5
fd9df4a3-6acb-46cb-94fd-87f29d1630c8,Niz,5
5c68aa18-c457-4a99-be62-d68cc771ace6,🤣🤣🤣,4
3807681e-3442-4a2b-b9a7-3351b30f6ef6,Having troubles signing in. Error message Unable to connect. Please try again later. It's been like this for hours.,3
7b55b8de-b309-41df-81af-0dc812a2531c,Vary good,5
209c196e-9804-416c-9ec3-09616a54bbc6,Can we get a separation for personal chats and business chats in separate tabs.,1
da2bb216-87d1-4eb0-be07-493f2f2eccea,Good,5
4f9d8c5f-f4cd-4353-be2b-3d3d438c8c97,Abc,5
1695e806-da19-45b2-b32b-2e48bed253d0,v kv,5
25013d34-deea-4243-a792-ba1f57ff4d1a,Dats excellent 💖💓♥️💞,5
6b6dc03e-098a-4fba-97cb-83ee33aab532,Pls do more on privacy too,5
7602c7b3-8a0b-4f8d-989d-3823fce01b1e,WhasApp not working. It stopped working where as there was enough data. Help!please update for mẹ. Thank you.,5
333d0491-8513-4e0e-b7d2-1227aea8a11d,Good,4
ab3e7454-f313-4b29-97aa-69ed40e658e1,Very cool,5
974d5aad-9376-470e-b081-27b8bf8534e7,Good,5
375a38a9-b756-4ef6-a889-4fb37e76f43d,So far it had been good but I am having a little trouble,5
88f741d6-8e31-4f43-b878-58a4530c9bb7,😎😎,5
c410bf70-211c-44ac-a220-881020dc9e94,Goood,5
6bc6bbea-5448-488c-bd02-a31aeed4b831,Yousuf chuhan,5
29948a48-1383-4f88-b8de-a720a878f0fa,Satya,5
2c9dea85-7a55-48c5-bea2-c7dd06a33c38,Best wocial media experience ❤️😍,5
d504c903-9dec-4c18-ab07-4feaf340743e,good,2
9b1380e5-f9f2-4cd7-b23c-27705383c27f,Sanawer Ali,5
dd57f2b6-8df4-41bf-a805-44abf35b8823,shortly,4
26af3d61-a841-4800-8bee-b6f8c4a7d071,Audio Calling interface bad 😡😡,1
d5e1005f-bf93-4db8-8bd7-6e0aff79769b,Good,3
e563c936-cc6d-4469-b778-a0e9def64923,Radhika kumari,1
01ef7886-6e4c-4275-be02-b4e652e0445f,Lchaman,5
465d0679-c754-410d-8a49-a1a2058a0cd6,සුපිරි app එක.,5
e8971d5e-aee0-42c1-961b-587f7e6ff5ed,Good,5
7293969a-3a0b-4ad7-aba5-6c0273ad7fb2,Nice,5
