reviewId,content,score
c3bf2f28-052e-4804-8873-8572efbd5009,Too many adds............,4
6016807c-a3ff-42d9-a3b6-ab25b961be12,"Uplifted, Blessed with God's words! Thanks. God bless you Spotify!😇🙏😷",5
5a9d67e3-0e12-43c3-9403-d96d55d11241,Good app nd satisfied with spotify to lesion music,5
8f36cab5-0ad2-43fa-98e3-6419e98ea20d,"it doesn't indicate what device i am using, like wireless earphones & such",4
d251c3e4-5672-4cf0-af8e-17fe518ed333,Top,5
72a69010-d9c9-401a-bcbf-9b11775a295e,I love this app!!,5
c945f0a9-48be-4669-be46-0f92da9ae109,so many bugs..please fix it.,2
e2d4f7c7-b13e-4eea-9892-e8acc2d9e74e,The storage issue needs to be fix. I'm always having to switch it back to my SD card(where there's nothing on it). Idk what it is but everything keeps moving to my phone and I do not have enough memory for it. So thos has been an issues for months now.,2
dd917eec-1089-4180-adc9-a33a0ddf2333,"Free version sucks, currently looking for something else. Premium is too expensive just to be able to skip through your playlist. Plays the same 20 songs over and over, there's about 300 songs on my Playlist from when I had premium but I can only listen to 20 of em... Bad price for a terrible app!",1
153fcfd7-582b-49af-8c27-a94ee23e2143,Good watch good,5
63e785c6-8758-418d-a8ed-ab3daa3765ea,Good watch,5
897450bd-a08e-46ac-b9f9-8744bf9c3ae2,Osakuni. Friday,5
c984cd2a-a523-4f72-9b7d-9bb8463e3736,Too much adds!,1
81fb93e7-ab06-4988-b785-ec642dd04506,I'm really excited 😀 4 All The 🎵 from My Childhood Til The Present Thank U All At Spotify,5
f38f8010-119f-4da5-9b45-8203493847da,Very good app for listening music.❤👏👏👏,5
c38ecdca-8246-44db-98c7-3c0dd27320e6,😀😀,5
18cdba60-899d-4263-a744-40013f8fc9b2,"It's been an amazing experience using Spotify.. Variety of audios, songs to listen to. I love the way it suggests new songs for you to listen to. You discover new artists!",5
2b190fe6-9685-40e6-87b1-2b28ac86cfb0,Very good collection of songs Good app. Gave 4 just because of too much ads,4
4237a179-47be-4363-b928-d77e2d0812b8,They have good music,4
1e5b7b43-019c-4eca-8c38-3b2fbc1b4d40,Nice song spot always,1
456d82b8-f0ea-4b1f-9615-9cf84067e353,It's noice,5
5b3d8761-67ee-4d09-80b4-5e26c7ea1498,Spotify is my relief to stressed mind. I downloaded Spotify because for Arijit Singh and BTS. l don't have words for this app. Thank you Spotify ❤️,5
19e9b8e2-b2b1-408f-90ae-17f79f9bf0e7,Good,5
cbe324bd-cb90-4101-bb5f-9dbbc544a6af,I don't get canvas option in setting . In the new version there is no canvas option,1
42871ba8-6f6e-404c-8310-e9e5d2b54be7,Very bad app 😔😔😔😔,1
f720137d-21b8-47e1-8634-bcfd95c99685,Nice app for music n songs,5
f65a92f4-baa5-4b62-8046-a28b04f54918,Amazing app it brings great music,5
bde938c1-bd7d-433a-b785-63668772b51e,Add are most worst,1
e4405e55-e78c-40e2-8f7e-6f25c1edf157,Ican get all the songs iwant,5
0f500900-04b5-4880-adec-c36659a20dd0,Very good app,5
bdcb3831-1788-47ee-bb2e-0452c58c7e1b,Yos,5
df9c943f-1907-42a4-8efe-92fca3a2dd50,Too much lag while starting the app.,3
d8cda724-4c5f-40a3-8f86-fd43146219c9,Demalhamò17349131,4
48bef6e5-97cf-4890-afc4-be62c2676f6e,The sound is good. The songs are in a variety from old classics to new contemporary songs. We'll done,5
cfd12bc2-f2c2-438e-a3e6-447ecdf19b6b,Perfet,5
0c7b4603-712b-40db-b644-7619d4a86cc7,Best ever.,5
877b917f-3b5e-49d9-965a-2b2609f939d2,Stoned Beautiful ❤️🤩.,5
62ee3583-3b01-42af-9b92-8568d5494aa8,Not user friendly difficult to make Playlist. Just complicated all the way around.,1
e7d25e99-5f30-490c-9120-e16d0c4928de,Good😊,3
c10daff4-a6b2-4f82-893d-a63b70c0ae25,Really great app,5
2214bc52-d4c0-4a71-8627-6e12df240b41,I like the way the what the app but....... You know-like i just i just don't really Have the VIP or smth but it's just hard that you're out on you're friends or family idk just if you don't have wifi or load or smth-it just...-it just don't play music without it tho I'm pretty sad...but i hope the update will be offline 😥😅😓😞,3
1b108ece-9127-434f-b412-5b86872244a6,I love the app. But can you let the music continue playing even when you close your tab?,5
