reviewId,content,score
43d8fd6a-b08f-48d8-8115-d0e4e387b8c0,Nice,5
6a8f5f13-67a2-44e4-9440-3f588f24761f,Good,5
e56809bd-0e67-477e-9409-ca200587d041,This is very good,5
19c4cc97-6278-45f6-9724-a53568a9f698,goodss,5
6fad4b5a-d78e-4bfc-9412-ed600883ff1f,Good,5
8eb5570b-97b0-434b-bc18-ae0c195c5707,I don't like the bubble feature. The chat head was way more better than bubble. I hope you guys would change it back. And the bubble was kinda confusing.,2
d42dd935-f451-427e-98c1-9c3656ea1128,💞,5
8a3c15ee-a875-48db-a01d-d90c1cbdae54,App is great and all but there's still glitches.Honestly though it could have a lot of potential to it. Also I have a suggestion to add a way to delete everything you've ever said on a gc or to a person even if you've deleted the copy of the convo that would be pretty useful for a lot people.,2
999df04a-b80a-460d-adbf-3641d840b07c,Very enjoying,5
85eb6f55-7adf-4ec6-b9db-fe00ccc6ae2d,THE CHATTING HASN'T WORKED FOR THREE YEARS FIX IT,1
cbfebf19-5292-45a5-bf27-090f906292a5,It's an alright app I guess !,5
58e5f3cd-dbf0-4fe2-86d7-b6893a8445ef,😍😍😍😍😍😍😍,5
37b694c4-a758-4a19-ab98-57159abcab98,Can't download the app 😔,1
20d23a14-c020-4190-a7e1-28b2c2f9fc7d,I like messenger,3
f001bb1e-193c-4fcc-a045-d0b634e42d43,I love this app,5
fda673f8-4af3-439d-9cb0-4db39cd7dbbd,Call kami ng mama ko,5
f21efd7e-f05a-4e8f-a163-9adfd47f49d9,Ghost tv.vlogger,5
436c5596-a23d-4c3b-857b-18e1e1cb2108,com.boAt.wristgear,5
55c8ba86-ca82-420c-9eee-8a3dfd492536,It is lagging I can't make a groupchat,4
aa75be23-45c1-43d7-bafe-a0da092e1bee,Ty Uu,1
5dc5df31-23bf-4db3-931f-776b7e5acdb1,Its great,5
1d71fa99-6ca8-49db-9500-4f2ae95ef3c7,আমার কাছে কোন সমস্যা করবি না😉,5
c1dd340d-bcb5-4c38-9f56-23d121822fab,Good thing,5
7770d2ab-2b55-4662-acd5-41a6a8acc70d,Love this app,5
871d8d66-05e9-4a4d-8ac3-54251953c46f,"This used to be my fave messaging app not until I've encountered a lot of unfixed bugs. In the midst of video streaming, when a person have seen and sent a message, it stopped and glitches- freezing on screen. There are times my I can't seem to sent a message and receives an error prompt. This issue have been happening to my friends too with different smartphone brands. Also disappointed that I can no longer send a file format (pdf, word, txt, etc.) and .gif format images via mobile.",3
05c73637-d9ed-4036-b736-83c8138d460e,Good,5
10abbfcb-7f22-4503-a362-dace5b86ad9d,Very nice app,5
fa41c0c7-7fd9-461b-aa2d-b17cc39ccff3,It's not popping up anymore when people message me and I'm missing conversations that are important,2
fedffd92-e3da-4d8c-82b9-458f4d94dd8a,"It shows people online!... But in real they are not in online ( I mean, a person came online, & after some time he/she went offline, but that app shows him/her online for a while) . . I wish!... Pls fixed the issue! 🙏🏼🙏🏼🙏🏼🙏🏼",2
082c8fb6-f8f8-48d0-ac4d-5ef41e54c750,Please madownload,1
7d9717fa-7be8-46b0-8bb2-49aca148ec7c,I just love messenger because I Like Making Friends.,5
8e1552a6-8b8d-4b9b-a491-ad24b658f6be,like,5
980fe56f-c3b5-459e-81b8-9caaa57fd8d9,Fast,5
b437c7e3-19e0-4308-8cd6-b58daa064eec,Good,4
53528854-b840-4887-b76d-c23ad160e3e8,❤❤❤❤,5
c7af5fe7-3efa-41bb-b962-a4fb7ac0b86a,ugly,1
de6dadc1-cb97-41a8-b5aa-68f8f167e83a,Hillo,2
5ba5c8fa-5079-4d3f-a7c8-f04ea1b1af37,Nice.,4
f49b4fc1-919a-4d67-b884-89b3efbba3d8,Video call is very laggy and sometimes crash after the recent update.,1
983681ec-52e6-414a-8e55-0ff481ce9a13,I promble love you,5
7dcf5edf-079a-45f8-a33b-cb91edde7110,Op,5
1e48453f-433b-4137-959e-260a5e5eb077,Vrey good,5
d7aed066-2d86-43c4-921b-40c0de302d1d,lamiya Akhtar,1
7947ad6b-fb08-4efb-9ec6-9b4a2e89bd74,Nice app,5
733fb498-e626-43ce-bb56-6c55280dda38,Nice,5
d35e988c-3039-44e4-a397-8e8cd00119ec,Excellent,5
1edb0195-c76c-4aba-b879-fc230d9d6050,I'm so happy,5
8af1e10e-6344-4bd2-ac6e-f9cbef8abe43,Kong kis a endi makita ang message kg endi ka send vedio,1
